"Obs","Name","Type","numobs","nmiss","per_miss","unique","mean_or_top1","min_or_top2","p1_or_top3","p5_or_top4","p25_or_top5","median_or_bot5","p75_or_bot4","p95_or_bot3","p99_or_bot2","max_or_bot1"
746,"MORTMOF","integer",895720,0,"0%",486,"317.595545482963","0","4","9","40","91","999","999","999","999"
747,"MORTIN6","integer",895720,0,"0%",27,"0.727383557361675","0","0","0","0","1","1","2","3","38"
748,"MORTIN12","integer",895720,0,"0%",29,"0.796493323806547","0","0","0","0","1","1","2","3","38"
749,"MORTHBAL","integer",895720,0,"0%",284944,"112608.545314384","0","0","0","0","68855","185607","365835.05","601102.339999999","9999999"
750,"MRTAGBAL","integer",895720,0,"0%",298148,"122921.783003617","0","0","0","0","70606","193776.75","403020.15","743935.62","9999999"
751,"MORTUTIL","integer",895720,0,"0%",199,"25.1049323449292","0","0","0","0","20","41","91","99","9999"
752,"HEQNUM","integer",895720,0,"0%",17,"0.448875764747912","0","0","0","0","0","1","2","4","18"
753,"HEQMOF","integer",895720,0,"0%",373,"737.817983298352","0","7","34","145","999","999","999","999","999"
754,"HEQAGBAL","integer",895720,0,"0%",73176,"7906.66859174742","0","0","0","0","0","0","49605","157145.86","3003091"
755,"HEQUTIL","integer",895720,0,"0%",169,"6.62399410530076","0","0","0","0","0","0","60","98","9999"
756,"DEROGPUH","integer",895720,0,"0%",49,"0.0963805653552449","0","0","0","0","0","0","1","2","99"
757,"BANKRPTH","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
758,"BANKN12H","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
759,"BANKN24H","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
760,"AGBKRUPH","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
761,"FORECLHH","integer",895720,0,"0%",15,"0.0143203233153218","0","0","0","0","0","0","0","1","48"
762,"FORCL12H","integer",895720,0,"0%",6,"0.00376456928504443","0","0","0","0","0","0","0","0","8"
763,"FORCL24H","integer",895720,0,"0%",8,"0.00525610681909525","0","0","0","0","0","0","0","0","8"
764,"LIENTHH","integer",895720,0,"0%",39,"0.0234001696958871","0","0","0","0","0","0","0","1","57"
765,"LIEN12H","integer",895720,0,"0%",11,"0.00313379180994061","0","0","0","0","0","0","0","0","19"
766,"LIEN24H","integer",895720,0,"0%",24,"0.00668735765641049","0","0","0","0","0","0","0","0","57"
767,"RELLIENH","integer",895720,0,"0%",35,"0.0280534095476265","0","0","0","0","0","0","0","1","99"
768,"SATLIENH","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
769,"CHRGOFFH","integer",895720,0,"0%",30,"0.326212432456571","0","0","0","0","0","0","2","6","31"
770,"CHGOF12H","integer",895720,0,"0%",23,"0.0499553431876033","0","0","0","0","0","0","0","1","27"
771,"CHGOF24H","integer",895720,0,"0%",25,"0.100106059929442","0","0","0","0","0","0","1","3","29"
772,"AGCOBALH","integer",895720,0,"0%",17494,"566.814511231188","0","0","0","0","0","0","2194","10970","1885003"
773,"REPOTHH","integer",895720,0,"0%",5,"0.00616152369043898","0","0","0","0","0","0","0","0","4"
774,"REPO12H","integer",895720,0,"0%",4,"0.00208100745768767","0","0","0","0","0","0","0","0","3"
775,"REPO24H","integer",895720,0,"0%",5,"0.00294511677756442","0","0","0","0","0","0","0","0","4"
776,"JUDGSUIH","integer",895720,0,"0%",17,"0.0449738757647479","0","0","0","0","0","0","0","1","18"
777,"JDGST12H","integer",895720,0,"0%",7,"0.00443888715223507","0","0","0","0","0","0","0","0","7"
778,"TRUSTPH","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
779,"NUMPUBRH","integer",895720,0,"0%",49,"0.0949113562273925","0","0","0","0","0","0","1","2","99"
780,"DPREC12H","integer",895720,0,"0%",12,"0.00851158844281695","0","0","0","0","0","0","0","0","20"
781,"DPREC24H","integer",895720,0,"0%",26,"0.0198287411244585","0","0","0","0","0","0","0","1","57"
782,"DPREC36H","integer",895720,0,"0%",30,"0.031748760773456","0","0","0","0","0","0","0","1","97"
783,"DTAXLIEH","integer",895720,0,"0%",11,"0.000611798329835216","0","0","0","0","0","0","0","0","33"
784,"AGPUBREH","integer",895720,0,"0%",19049,"1202.76095096682","0","0","0","0","0","0","525","14870.2399999998","9999999"
785,"AGPUB36H","integer",895720,0,"0%",10062,"404.402994239271","0","0","0","0","0","0","0","3157.80999999994","9999999"
786,"DISBNKHH","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
787,"NDISBAH","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
788,"BANKPB6H","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
789,"BANKRP6H","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
790,"PAIDJUDH","integer",895720,0,"0%",12,"0.0100109409190372","0","0","0","0","0","0","0","0","15"
791,"UNPDJUDH","integer",895720,0,"0%",14,"0.0348881346849462","0","0","0","0","0","0","0","1","13"
792,"ALLCOLLH","integer",895720,0,"0%",73,"0.627466172464609","0","0","0","0","0","0","4","9","99"
793,"COLEXMEH","integer",895720,0,"0%",44,"0.253713213950788","0","0","0","0","0","0","2","4","99"
794,"COLLECH","integer",895720,0,"0%",33,"0.0844147724735408","0","0","0","0","0","0","1","2","70"
795,"COLEXM6H","integer",895720,0,"0%",18,"0.0415520475148484","0","0","0","0","0","0","0","1","17"
796,"COLLE12H","integer",895720,0,"0%",45,"0.165492564640736","0","0","0","0","0","0","1","3","71"
797,"COLXM12H","integer",895720,0,"0%",19,"0.0737283972670031","0","0","0","0","0","0","1","2","25"
798,"COLNM12H","integer",895720,0,"0%",18,"0.0560309025141785","0","0","0","0","0","0","0","1","17"
799,"COLLE24H","integer",895720,0,"0%",59,"0.29084312061805","0","0","0","0","0","0","2","5","99"
800,"COLXM24H","integer",895720,0,"0%",34,"0.125372884383513","0","0","0","0","0","0","1","3","99"
801,"COLNM24H","integer",895720,0,"0%",20,"0.0933316214888581","0","0","0","0","0","0","1","2","19"
802,"COLLE36H","integer",895720,0,"0%",71,"0.397118519180101","0","0","0","0","0","0","2","6","99"
803,"COLXM36H","integer",895720,0,"0%",37,"0.168362881257536","0","0","0","0","0","0","1","3","99"
804,"COLAM24H","integer",895720,0,"0%",10189,"227.908986067075","0","0","0","0","0","0","763","3959.80999999994","1950000"
805,"COLAMT6H","integer",895720,0,"0%",6501,"100.506634885902","0","0","0","0","0","0","87","1490","390681"
806,"COLAM12H","integer",895720,0,"0%",8251,"150.972501451346","0","0","0","0","0","0","399","2459","390681"
807,"COLAM36H","integer",895720,0,"0%",11879,"296.124162684768","0","0","0","0","0","0","1036","5437.80999999994","1950000"
808,"COLAMTHH","integer",895720,0,"0%",14927,"452.805118787121","0","0","0","0","0","0","1656","8435.80999999994","1969000"
809,"COLBL24H","integer",895720,0,"0%",9979,"219.898048497298","0","0","0","0","0","0","694","3679.80999999994","1875456"
810,"COLBAL6H","integer",895720,0,"0%",6642,"106.055059616845","0","0","0","0","0","0","79","1494","329330"
811,"COLBL12H","integer",895720,0,"0%",8253,"153.56912874559","0","0","0","0","0","0","374","2409","329330"
812,"COLBL36H","integer",895720,0,"0%",11358,"273.38753740008","0","0","0","0","0","0","907","4850","1875456"
813,"COLCRLTH","integer",895720,0,"0%",13507,"369.780194703702","0","0","0","0","0","0","1269","6833","1875456"
814,"PAIDCOH","integer",895720,0,"0%",26,"0.10518577233957","0","0","0","0","0","0","1","2","36"
815,"UNPDCOH","integer",895720,0,"0%",74,"0.522284865806279","0","0","0","0","0","0","3","8","99"
816,"AGCOLTOH","integer",895720,0,"0%",19330,"695.06062608851","0","0","0","0","0","0","2908","13188.2399999998","6959418"
817,"AGCOLTCH","integer",895720,0,"0%",17494,"566.814511231188","0","0","0","0","0","0","2194","10970","1885003"
818,"RETAVGBL","integer",895720,0,"0%",5629,"152.6898416916","0","0","0","0","0","66","833","2181","96069"
819,"BKAVGCL","integer",895720,0,"0%",21291,"7500.29633032644","0","0","200","3225","6517","10433","18000","26000","770000"
820,"BKAVGBAL","integer",895720,0,"0%",15176,"1169.3114611709","0","0","0","41","455","1421","4672","9549","473391"
821,"AUTO_HC1_RANGE","integer",895720,0,"0%",10,"3.52253829321663","0","0","0","2","4","5","7","8","9"
822,"AUTO_HC2_RANGE","integer",895720,0,"0%",10,"2.48458670120127","0","0","0","0","3","5","6","7","9"
823,"HOME_EQUITY_AMT","integer",895720,251972,"28%",583,"83.3112087338524","0","0","0","8","63","135","236","338","606"
824,"HOME_EQUITY_PCT_RNG","character",895720,393841,"44%",11,"::393841","J::148498","B::60220","C::59191","A::54342","E::38949","F::29375","G::22791","H::19261","I::18238"
825,"HOME_EQUITY_RNG","character",895720,391431,"44%",22,"::391431","U::236855","F::15596","I::15366","G::15327","P::11472","Q::11159","S::11059","R::10936","T::10856"
826,"ACTUAL_HOME_VALUE","integer",895720,214762,"24%",618,"218.972841203129","58","91","109","154","201","263","394","516","710"
827,"HOME_VALUE_RNG","character",895720,214763,"24%",18,"::214763","G::90304","H::89705","F::80774","I::79439","P::7623","Q::7546","R::981","C::407","S::2"
828,"CREDIT_LEVEL","character",895720,0,"0%",4,"A::521347","C::177697","B::147539","D::49137","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
829,"MORTGAGE_1_HC_RNG","integer",895720,0,"0%",11,"3.51514312508373","0","0","0","0","4","7","8","9","10"
830,"MORTGAGE_2_HC_RNG","integer",895720,0,"0%",11,"0.386167552360113","0","0","0","0","0","0","4","8","10"
831,"MORT_INDICATOR1","character",895720,0,"0%",2,"Y::506276","N::389444","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
832,"FINANCE_CLOSED_IND","character",895720,0,"0%",2,"N::483114","Y::412606","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
833,"GENDER_CODE","character",895720,33700,"4%",4,"M::448741","F::382569","::33700","I::30710","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
834,"ETHNIC_CODE","character",895720,815605,"91%",3,"::815605","H::66184","A::13931","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
835,"MINREQS_FLAG","character",895720,0,"0%",1,"Y::895720","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
836,"TRUERISK_LIFE_SCORE","integer",895720,303,"0%",101,"33.5517351133606","1","1","2","9","26","53","89","98","100"
837,"PHONE_FL","character",895720,496551,"55%",3,"::496551","N::362459","Y::36710","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
838,"MOSAIC_USA_HH","character",895720,353534,"39%",72,"::353534","C11::38547","E21::31254","D15::26714","B08::24933","R66::144","S70::132","S71::119","P58::109","R67::63"
839,"MOSAIC_ZIP4","character",895720,353534,"39%",72,"::353534","C11::39471","E21::30518","J34::24189","C13::22978","P57::262","P61::240","P58::156","S70::119","S71::107"
840,"ADDR_QUALITY_INDIC","character",895720,353534,"39%",5,"E::522983","::353534","G::17339","S::1770","M::94","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
841,"RECIPIENT_RELIABILITY_CODE","integer",895720,353534,"39%",6,"1.00549442442262","1","1","1","1","1","1","1","1","5"
842,"I1_PERSON_TYPE","character",895720,353534,"39%",2,"P::542186","::353534","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
843,"ETHNICITY_DETAIL","character",895720,353534,"39%",192,"::353534","01::164040","10::51086","20::49618","15::47065","8K::1","73::1","9R::1","9A::1","9G::1"
844,"COUNTY_OF_ORIGIN","integer",895720,353534,"39%",22,"0.277532064642023","0","0","0","0","0","0","1","8","20"
845,"I1_BIRTH_DATE_CCYYMM","integer",895720,391430,"44%",464,"184773.274853755","1951","1960","1980","195711","196505","197307","198202","198502","198607"
846,"I1_COMBINED_AGE","character",895720,353534,"39%",71,"::353534","E51::18607","E52::18538","E54::18518","E53::18333","I57::237","I60::226","I58::198","I64::172","I59::172"
847,"ETHNIC_ASSIMILATION_CD","integer",895720,353534,"39%",6,"0.313755795981453","0","0","0","0","0","0","3","4","4"
848,"PRESENCE_OF_CHILD_AGE_0_18_V3","character",895720,353534,"39%",5,"::353534","1Y::200510","5N::143228","5Y::100613","5U::97835","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
849,"MARITAL_STATUS_1","character",895720,353534,"39%",3,"1M::395600","::353534","5M::146586","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
850,"HIGH_BLOOD_PRESSURE_FLAG","character",895720,407802,"46%",2,"U::487918","::407802","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
851,"CANCER_FLAG","character",895720,407802,"46%",3,"U::475850","::407802","Y::12068","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
852,"HIGH_CHOLESTEROL_FLAG","character",895720,407802,"46%",3,"U::476414","::407802","Y::11504","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
853,"DEPRESSION_FLAG","character",895720,407802,"46%",2,"U::487918","::407802","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
854,"HEART_PROBLEM_FLAG","character",895720,407802,"46%",3,"U::479691","::407802","Y::8227","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
855,"LUNG_DISEASE_FLAG","character",895720,407802,"46%",2,"U::487918","::407802","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
856,"MS_FLAG","character",895720,407802,"46%",2,"U::487918","::407802","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
857,"NEUROLOGICAL_DISORDER_FLAG","character",895720,407802,"46%",2,"U::487918","::407802","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
858,"STOMACH_FLAG","character",895720,407802,"46%",3,"U::475693","::407802","Y::12225","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
859,"MEMORY_LOSING_FLAG","character",895720,407802,"46%",2,"U::487918","::407802","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
860,"ASTHMA_FLAG","character",895720,407802,"46%",2,"U::487918","::407802","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
861,"COPD_FLAG","character",895720,407802,"46%",3,"U::487537","::407802","Y::381","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
862,"CAMPAIGN_SEQUENCE_NUMBER","integer64",895720,0,"0%",895720,"8591521536","4.20288185976077e-314","4.2029261127266e-314","4.20310313249498e-314","4.20398822046744e-314","4.20705935475494e-314","4.208165718426e-314","4.38563443684714e-314","4.38602590778536e-314","4.38612312557656e-314"
863,"HOMVAL_OOHU_MED_VALUE","integer",895720,353534,"39%",64187,"252307.259219161","0","54309","78888","147961","221276","318448","528845","812499","1450354"
864,"HUSTR_HU_PCNT_MOBILE_HOME","integer",895720,353534,"39%",797,"61.1406436167662","0","0","0","0","5","72","314","479","960"
865,"BUILT_HU_MED_HU_AGE","integer",895720,353534,"39%",76,"35.9305588856961","0","8","12","22","34","47","71","75","76"
866,"TENANCY_OCCHU_PCNT_OWNER_OCCUP","integer",895720,353534,"39%",1002,"775.596463206354","0","212","413","698","825","901","964","984","1000"
867,"GIFT_GADGET_DM_MERC_BYR_CAT","integer",895720,353534,"39%",7,"0.0925272876835625","0","0","0","0","0","0","1","1","5"
868,"GENERAL_DM_MERC_BYR_CAT","integer",895720,353534,"39%",11,"0.22883844289598","0","0","0","0","0","0","1","3","9"
869,"FAMILY_GENERAL_MAG_BYR_CAT","integer",895720,353534,"39%",11,"0.252651304164991","0","0","0","0","0","0","1","3","9"
870,"FEMALE_ORIENT_MAG_BYR_CAT","integer",895720,353534,"39%",7,"0.04051561641208","0","0","0","0","0","0","0","1","5"
871,"MALE_SPORT_ORIEN_MAG_BYR_CAT","integer",895720,353534,"39%",8,"0.0637936058843275","0","0","0","0","0","0","1","1","6"
872,"RELIGIOUS_MAG_BYR_CAT","integer",895720,353534,"39%",4,"0.000503517243160096","0","0","0","0","0","0","0","0","2"
873,"GARDEN_FARMING_MAG_BYR_CAT","integer",895720,353534,"39%",9,"0.0715437137808796","0","0","0","0","0","0","0","2","7"
874,"CULINARY_INTEREST_MAG_BYR_CAT","integer",895720,353534,"39%",7,"0.0365704758145729","0","0","0","0","0","0","0","1","5"
875,"HEALTH_FITNESS_MAG_BYR_CAT","integer",895720,353534,"39%",11,"0.546426871959069","0","0","0","0","0","1","3","5","9"
876,"DO_IT_YOURSELFERS","integer",895720,353534,"39%",11,"0.0942314998911813","0","0","0","0","0","0","1","2","9"
877,"NEWS_FINANCIAL","integer",895720,353534,"39%",11,"0.124813255967509","0","0","0","0","0","0","1","3","9"
878,"PHOTOGRAPHY","integer",895720,353534,"39%",4,"0.0016544137989546","0","0","0","0","0","0","0","0","2"
879,"SWEEPSTAKES","integer",895720,353534,"39%",11,"0.106706923454313","0","0","0","0","0","0","1","2","9"
880,"RELIGIOUS_CONTRIBTR_CAT","integer",895720,353534,"39%",11,"0.0260205907197899","0","0","0","0","0","0","0","1","9"
881,"POLITICAL_CONTRIBTR_CAT","integer",895720,353534,"39%",11,"0.0751716200713408","0","0","0","0","0","0","1","1","9"
882,"HEALTH_INST_CONTRIBTR_CAT","integer",895720,353534,"39%",9,"0.104089740421184","0","0","0","0","0","0","1","2","7"
883,"GENERAL_CONTRIBTR_CAT","integer",895720,353534,"39%",9,"0.010824698535189","0","0","0","0","0","0","0","0","7"
884,"MISCELLANEOUS_MAIL_RESPONDR","integer",895720,353534,"39%",10,"0.321371263736061","0","0","0","0","0","1","2","3","8"
885,"ODDS_ENDS_MAIL_RESPONDR","integer",895720,353534,"39%",9,"0.430625283574272","0","0","0","0","0","1","2","3","7"
886,"DEDUPED_CAT","integer",895720,353534,"39%",22,"1.80651473848458","0","0","0","0","1","3","7","10","20"
887,"NON_DEDUPED","integer",895720,353534,"39%",26,"2.34093466079906","0","0","0","0","1","4","9","13","24"
888,"TRANSACTION_AMOUNT","integer",895720,353534,"39%",1982,"176.811811813658","0","0","0","0","135","254","530","939.150000000023","9999"
889,"DATE_OF_WARRANTY_DEED_CCYYMMDD","integer",895720,483684,"54%",9147,"20036734.8917764","19190316","19801216","19890502.75","19990609.75","20050214","20100416","20141231","20151120","20160719"
890,"YEAR_BUILT","integer",895720,414093,"46%",117,"1977.74266392872","1900","1900","1920","1962","1985","1999","2008","2013","2015"
891,"HOME_LAND_VALUE","integer",895720,353534,"39%",1438,"69.3015072318356","0","0","0","15","39","87","230","460","9999"
892,"HOME_PROPERTY_INDICATOR","integer",895720,353534,"39%",9,"1.1939334471934","0","0","0","1","1","1","2","7","7"
893,"HOME_YEAR_BUILT_CD","integer",895720,365385,"41%",3,"1.33621013133208","1","1","1","1","1","1","5","5","5"
894,"HOME_YEAR_BUILT_DT","integer",895720,365385,"41%",118,"1979.33382673216","1900","1900","1920","1964","1987","2000","2009","2014","2016"
895,"ESTIMATED_CURRENT_HOME_VALUE","integer",895720,353534,"39%",315823,"267352.478405934","0","0","0","136164.25","216867","335543.25","646388.25","1153739.9","8757044"
896,"AUTO_IN_THE_MARKET_NEW","integer",895720,353534,"39%",10,"2.85235694023822","1","1","1","1","2","4","7","9","9"
897,"AUTO_IN_THE_MARKET_USED","integer",895720,353534,"39%",10,"4.80038584544787","1","1","1","3","5","7","8","9","9"
898,"AUTO_ITM_USED_0_5_VEHICLE","integer",895720,353534,"39%",10,"3.82822500027666","1","1","1","2","3","6","8","9","9"
899,"AUTO_ITM_USED_6_10_VEHICLE","integer",895720,353534,"39%",10,"5.02805125916198","1","1","1","3","5","7","8","9","9"
900,"AUTO_ITM_USED_11PLUS_VEHICLE","integer",895720,353534,"39%",10,"5.33083480576776","1","1","2","4","6","7","7","9","9"
901,"DONATES_ENVIRONMENTAL_CAUSES","character",895720,353534,"39%",3,"U::506583","::353534","Y::35603","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
902,"CONTRIBUTES_TO_CHARITIES","character",895720,353534,"39%",3,"U::431938","::353534","Y::110248","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
903,"PRESENCE_OF_CREDIT_CARD","character",895720,353534,"39%",3,"Y::416081","::353534","U::126105","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
904,"PRESENCE_OF_PREMIUM_CREDITCARD","character",895720,353534,"39%",3,"U::485535","::353534","Y::56651","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
905,"INTEREST_IN_READING","character",895720,353534,"39%",3,"::353534","Y::275654","U::266532","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
906,"COMPUTERS_PERIPHERALS","character",895720,353534,"39%",3,"Y::468160","::353534","U::74026","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
907,"MOSAIC_GLOBAL_HH","character",895720,353534,"39%",11,"::353534","C::162511","B::152601","E::109768","F::37814","I::24513","G::9056","D::8490","A::4863","H::2755"
908,"MOSAIC_GLOBAL_ZIP4","character",895720,353534,"39%",11,"::353534","B::152375","C::125799","E::101155","D::39698","I::29089","J::26838","G::16860","A::8047","H::3392"
909,"HOUSEHOLD_COMPOSITION_CODE","character",895720,353534,"39%",12,"::353534","C::126513","G::104324","D::81278","I::59472","B::29884","A::21064","E::11177","F::4425","U::2000"
910,"INC_HH_MED_FAM_HH_INC","integer",895720,353534,"39%",43856,"86246.1191270155","0","29090","40468","60908","81578","105510","148484","195832","378845"
911,"AGE_POP_MEDIAN_AGE","integer",895720,353534,"39%",75,"3982.271582077","0","2500","2900","3500","4000","4400","5000","5600","8400"
912,"AGE_POP_PCNT_0_17","integer",895720,353534,"39%",509,"237.251055910702","0","97","155","203","233","269","336","378","667"
913,"AGE_POP_PCNT_18_99PLUS","integer",895720,353534,"39%",510,"762.718579970711","0","622","664","731","767","797","845","902","1000"
914,"AGE_POP_PCNT_65_99PLUS","integer",895720,353534,"39%",811,"144.752245539354","0","31","51","99","139","178","258","370","1000"
915,"ETHNIC_POP_PCNT_WHITE","integer",895720,353534,"39%",1002,"800.778930108856","0","103","388","731","867","937","974","986","1000"
916,"ETHNIC_POP_PCNT_BLACK","integer",895720,353534,"39%",1001,"94.3816752922429","0","0","2","10","30","102","430","825","1000"
917,"ETHNIC_POP_PCNT_ASIAN","integer",895720,353534,"39%",648,"41.0447115934384","0","0","1","7","19","46","158","324","862"
918,"ETHNIC_POP_PCNT_HISPANIC","integer",895720,353534,"39%",1000,"105.715866879632","0","3","9","23","48","110","444","857","999"
919,"DENSITY_PERS_HH_FOR_POP_IN_HH","integer",895720,353534,"39%",379,"267.930060901609","0","181","210","244","266","290","330","372","523"
920,"HHSIZE_HH_AVG_HH_SIZE","integer",895720,353534,"39%",379,"267.930060901609","0","181","210","244","266","290","330","372","523"
921,"TYP_HH_PCNT_MARRIED_COUPLE_FAM","integer",895720,353534,"39%",870,"574.861530913745","0","225","330","488","585","672","784","844","1000"
922,"CHILD_HH_PCNT_WITH_PERS_LT18","integer",895720,353534,"39%",846,"364.684148982084","0","127","209","298","356","425","552","640","954"
923,"CHILD_HH_PCNT_MARR_CPL_W_LT18","integer",895720,353534,"39%",714,"267.949391906099","0","74","124","198","255","328","454","548","813"
924,"CHILD_HH_PCNT_MARR_CPL_W_OLT18","integer",895720,353534,"39%",689,"306.911984079264","0","115","166","250","311","364","435","493","1000"
925,"LANG_HH_PCNT_SPANISH","integer",895720,353534,"39%",1001,"78.8719000490607","0","0","3","17","37","80","309","759","1000"
926,"EDUC_POP25PLUS_MED_EDUC_ATTAIN","integer",895720,353534,"39%",114,"128.360623476076","0","112","115","119","125","137","151","158","173"
927,"MORTGAGE_LOAN_TYPE","character",895720,657213,"73%",5,"::657213","C::182321","F::41985","V::14170","J::31","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
928,"DOWN_PAYMENT_PERCENTAGE","integer",895720,353534,"39%",101,"10.4959423518866","0","0","0","0","1","20","39","65","99"
929,"DEED_DATE_OF_EQUITY_LOAN","integer",895720,784624,"88%",5417,"20087887.6882786","19930202","20010507","20031031","20060519","20080328","20120810","20150723","20160115","20160718"
930,"EQUITY_AMOUNT","integer",895720,353534,"39%",674,"15.7597263669663","0","0","0","0","0","0","100","240","5275"
931,"EQUITY_RATE_TYPE","character",895720,784624,"88%",3,"::784624","F::87770","V::23326","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
932,"EQUITY_TERM","integer",895720,353534,"39%",33,"34.3337231134703","0","0","0","0","0","0","300","360","372"
933,"EQUITY_LOAN_TYPE","character",895720,786412,"88%",4,"::786412","C::107362","F::1907","V::39","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
934,"DEED_DATE_OF_REFINANCE_LOAN","integer",895720,691808,"77%",6340,"20102299.4324022","19881118","19990108.33","20030113","20081014","20120127","20130521","20150720","20160209","20160714"
935,"REFINANCE_AMOUNT","integer",895720,353534,"39%",1409,"79.5063133315873","0","0","0","0","0","139","340","541","8000"
936,"REFINANCE_RATE_TYPE","character",895720,691882,"77%",3,"::691882","F::190683","V::13155","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
937,"REFINANCE_TERM","integer",895720,353534,"39%",33,"94.1785734046988","0","0","0","0","0","180","360","360","372"
938,"REFINANCE_LOAN_TYPE","character",895720,694467,"78%",4,"::694467","C::178736","F::15642","V::6875","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
939,"H1_TYPE_OF_INVESTMENT","character",895720,836202,"93%",5,"::836202","I::57252","P::805","S::785","T::676","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
940,"H1_DATE_OF_WARANTY_DEED","integer",895720,854178,"95%",5706,"20047553.5067883","19500316","19790416","19890816","20010105.75","20060316","20110816","20150407","20151210.59","20160714"
941,"H1_PURCHASE_AMOUNT","integer",895720,353534,"39%",1093,"11.6818877654532","0","0","0","0","0","0","43","301","9999"
942,"H1_TYPE_OF_PURCHASE","character",895720,882090,"98%",3,"::882090","R::12375","N::1255","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
943,"H1_MORTGAGE_AMOUNT","integer",895720,353534,"39%",793,"5.80853434061374","0","0","0","0","0","0","0","194","6651"
944,"H1_MORTGAGE_RATE_TYPE","character",895720,887016,"99%",3,"::887016","F::7799","V::905","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
945,"H1_MORTGAGE_TERM_IN_MONTHS","integer",895720,353534,"39%",29,"2.43443393964433","0","0","0","0","0","0","0","0","372"
946,"H1_MORTGAGE_LOAN_TYPE","character",895720,880688,"98%",6,"::880688","C::13878","F::853","V::299","S::1","C::13878","F::853","V::299","S::1","J::1"
947,"H1_DEED_DATE_OF_EQUITY_LOAN","integer",895720,894385,"100%",1108,"20075501.529588","19971217","19980507.72","19990910","20040517.5","20070224","20121009.5","20151013.6","20160428","20160707"
948,"H1_EQUITY_AMOUNT","integer",895720,353534,"39%",271,"0.283432253875976","0","0","0","0","0","0","0","0","3600"
